G1	G2	G3	G4	G5	G6	G9
8.9791430	1.8084728	0.0000000	2.1499749	3.3719777	0.4886733	1.6450388
8.5567447	2.0167129	0.0000000	2.2871201	3.2281768	0.5586329	1.5577283
8.9712245	1.7271675	0.0000000	2.4327988	3.4562592	0.5741815	1.5248456
8.1581542	1.6171660	0.0000000	2.4404141	3.3455206	0.3995986	1.5660176
8.9915632	1.7864437	0.0000000	2.2126198	3.3955243	0.6322473	1.4422682
9.1717311	1.7214916	0.0000000	2.2920733	3.4654487	0.5187145	1.7005766
9.9872647	1.9134367	0.0000000	2.3803096	3.2787181	0.5296040	1.5376833
8.3118889	1.9342838	0.0000000	2.2871165	3.3387598	0.7162158	1.3797320
9.0426683	1.6867270	0.0000000	2.3259685	3.2013543	0.5114806	1.6077348
8.9204103	1.8362701	0.0000000	2.4307290	3.3376994	0.5207482	1.4660261
8.7298831	1.5982278	0.0000000	2.2844123	3.3937154	0.5066538	1.5064244
8.8979542	1.6304986	0.0000000	2.2699196	3.6835866	0.4495362	1.3811877
9.4455411	1.8699101	0.0000000	2.4029471	3.4091241	0.5351742	1.5872539
8.5765725	1.7318552	0.0000000	2.6615157	3.4919966	0.5436351	1.5160506
8.5176262	1.6836422	0.0000000	2.2004339	3.3982133	0.5830273	1.4492530
8.4671870	1.5439562	0.0000000	2.3548754	3.4788844	0.5126856	1.3311413
9.0973183	1.8302225	0.0000000	2.3965948	3.3810434	0.5154333	1.6641954
9.0182441	1.6716037	0.0000000	2.4878960	3.0944122	0.4565481	1.6871917
9.4097724	2.0213736	0.0000000	2.3757397	3.4054808	0.4853079	1.3896786
9.4674332	1.6730997	0.0000000	1.9714259	3.2234036	0.5094874	1.6060572
9.0297487	1.8462527	0.0000000	2.2683989	3.2477420	0.4343374	1.6382913
8.7195911	1.8687571	0.0000000	2.2383215	3.4920346	0.5379784	1.4881125
8.8708447	1.5897338	0.0000000	2.3419048	3.3284980	0.5091857	1.4390374
9.1991079	1.8468542	0.0000000	2.1392947	3.2241255	0.3909382	1.4800310
9.7222206	1.7957677	0.0000000	2.2451375	3.2491169	0.6734476	1.3953545
8.1812702	1.5900583	0.0000000	2.6218811	3.3328502	0.4803540	1.2979995
9.0446898	1.5541336	0.0000000	2.4738167	3.4880699	0.5099148	1.6000022
8.9380328	1.9949035	0.0000000	2.5337324	3.4853119	0.4059675	1.6292096
8.4621805	1.6141962	0.0000000	2.2520555	3.4654850	0.5611084	1.6907121
8.5089163	1.7450872	0.0000000	2.4962626	3.6892066	0.5225832	1.6961046
9.8223404	1.9623230	0.0000000	2.4951895	3.3336188	0.5503689	1.5832797
9.2922146	1.8036320	0.0000000	2.3154452	3.5110061	0.5780215	1.3809568
9.0160579	1.9243335	0.0000000	2.5852868	3.6158091	0.4748221	1.5179988
8.7819759	1.6816309	0.0000000	2.3968766	3.2326613	0.4340246	1.5235984
9.0965901	1.6315472	0.0000000	2.2609699	3.3465030	0.5784112	1.6441874
8.0314153	1.7962143	0.0000000	2.2968988	3.1790520	0.6828798	1.4575977
8.8994998	1.6188113	0.0000000	2.2912900	3.3618286	0.5168062	1.5329438
8.9434161	1.7339902	0.0000000	2.0779507	3.3208840	0.5217165	1.4356540
9.2368770	1.7490693	0.0000000	1.9902542	3.6230389	0.5865911	1.6737624
9.3563675	1.8173919	0.0000000	2.2495417	3.3904607	0.4303103	1.5426165
9.0829496	1.6202412	0.0000000	2.2909412	3.4021214	0.4777928	1.4064622
9.0632111	1.7300177	0.0000000	2.5258023	3.7008469	0.4927951	1.5432649
8.6050870	1.5582220	0.0000000	2.7253275	3.0052600	0.5415249	1.5186920
8.8709039	1.7457176	0.0000000	2.3455300	3.2603902	0.6000425	1.4006182
8.7965241	1.8176834	0.0000000	2.4996255	3.0560157	0.6238625	1.5740153
9.0133075	1.7704850	0.0000000	2.2080887	3.2800791	0.4396590	1.4707687
8.0214615	1.6884514	0.0000000	2.1154817	3.0063660	0.3937790	1.4156006
9.0254542	1.5804216	0.0000000	2.3636130	3.3886929	0.5094887	1.4284645
8.7779024	1.6475186	0.0000000	2.4300106	3.2287631	0.6461160	1.5102394
9.0173443	1.7403036	0.0000000	2.3276386	3.3987591	0.5780315	1.2931004
8.3241471	1.6622377	0.0000000	2.5361633	3.4813547	0.4519337	1.4945694
8.9006163	1.7507781	0.0000000	2.3259196	3.2301991	0.5253828	1.5713277
8.7090089	1.7166446	0.0000000	2.2144067	3.2980375	0.4922274	1.7077285
9.0654278	1.9254118	0.0000000	2.2694138	3.3471019	0.5403347	1.6504037
9.6919513	1.5826754	0.0000000	2.1198918	3.4318982	0.5328222	1.4833217
9.9437694	1.6132220	0.0000000	2.2957744	3.2960893	0.5693351	1.5424727
8.6186654	1.7459772	8.2557133	0.0000000	3.4535447	0.4612660	1.3349491
9.4753291	1.5293903	9.2839023	0.0000000	3.0710385	0.5023258	1.3857919
8.7737272	1.5537516	8.7193610	0.0000000	3.3024289	0.4595205	1.4054073
8.8996897	1.6604333	9.1645473	0.0000000	3.3504995	0.5199818	1.4327676
8.4622685	1.6602825	8.5168241	0.0000000	3.2918623	0.5061375	1.6734089
8.6769233	1.7786024	9.0078212	0.0000000	3.0402185	0.5401119	1.4653424
8.8310304	1.7400052	9.6585790	0.0000000	3.5238379	0.4862398	1.5931542
8.4474711	1.6995091	9.1216887	0.0000000	3.1099638	0.5208189	1.5632018
8.4307935	1.7244784	9.2621297	0.0000000	3.2476420	0.6068065	1.4322434
8.8213203	1.4565220	7.9078274	0.0000000	3.5267403	0.4549434	1.4622823
8.8028876	1.5437365	8.9253421	0.0000000	3.2565799	0.4560465	1.5959288
8.6019984	1.8187198	9.6009782	0.0000000	3.0290537	0.5268509	1.4979270
9.1846248	1.7543873	8.2918328	0.0000000	3.5025728	0.4507671	1.5792890
8.3676867	1.6805509	9.4412900	0.0000000	3.2787894	0.5086014	1.5471360
8.4483848	1.7005602	8.6764831	0.0000000	3.4959483	0.5517973	1.6164441
9.0960197	1.8109330	8.7657349	0.0000000	3.4545463	0.5919461	1.5787357
8.7144874	1.6823990	8.5289753	0.0000000	3.3873723	0.5477315	1.3323790
8.5358933	1.7944102	8.9430733	0.0000000	3.3896155	0.6002975	1.7387998
9.1445509	1.5277463	9.0491857	0.0000000	3.1938080	0.4721332	1.5753562
8.7833184	1.7311134	8.5104077	0.0000000	3.1387867	0.5223301	1.5030392
8.4275373	1.6091771	9.4362183	0.0000000	3.3195797	0.5499139	1.5375798
9.0421089	1.8449326	8.5379584	0.0000000	3.1093659	0.5429016	1.8494770
8.8191515	1.8048991	8.6353087	0.0000000	3.4832904	0.3965697	1.6835361
8.9948405	1.7530120	8.9699806	0.0000000	3.1664377	0.4528546	1.4654652
8.6994247	1.7654069	8.9628609	0.0000000	3.4783805	0.4790532	1.4033862
8.7541566	1.5371326	8.9942740	0.0000000	3.3389964	0.4630512	1.6102253
8.1055328	1.7752859	8.8562427	0.0000000	3.4693045	0.5445328	1.5129847
9.1538148	1.5208272	9.3039295	0.0000000	3.4580196	0.5853076	1.3513189
8.9368063	1.7727630	9.1902828	0.0000000	3.0264442	0.5134412	1.6303373
8.8004619	1.5700817	8.8570741	0.0000000	2.9775182	0.4612098	1.4331503
8.5299714	1.6623456	8.0727849	0.0000000	3.6647654	0.5156163	1.5434026
9.5088297	1.6860024	9.0008929	0.0000000	3.6080871	0.4963133	1.4153897
9.1187171	1.7775950	9.2085166	0.0000000	3.0768670	0.5799426	1.3820620
8.3028692	1.5865781	8.5921208	0.0000000	3.1614746	0.5696212	1.4798803
8.2483711	1.7153703	8.7434891	0.0000000	3.0260039	0.6118641	1.3655174
8.2444470	1.7949790	8.3937442	0.0000000	3.5979725	0.5215649	1.4786861
8.7794612	1.7452053	8.8000710	0.0000000	3.4813454	0.5144670	1.4060488
8.6608499	1.8040893	9.1450862	0.0000000	3.2435632	0.4713158	1.5561322
8.7585309	1.5912563	8.9272481	0.0000000	3.8685652	0.4312770	1.5136522
9.0106560	1.7724101	8.6871616	0.0000000	3.4915841	0.4301010	1.5499886
8.6707544	1.9094990	8.2048950	0.0000000	3.5588716	0.4638743	1.4190235
8.3150522	1.8132333	9.4988041	0.0000000	3.1759927	0.6372050	1.5708837
8.7812818	1.9753641	8.1961449	0.0000000	3.1975763	0.5234550	1.7743539
9.7918730	1.7717129	8.7638053	0.0000000	3.0209311	0.5087385	1.3653710
8.2074037	1.8749324	8.8450836	0.0000000	3.4020890	0.4790277	1.6460463
8.6736914	1.7646590	7.9308057	0.0000000	3.3364889	0.5031193	1.5097626
9.2031798	1.4665425	8.7297537	0.0000000	3.6048070	0.5404717	1.4798264
8.6707259	1.6831816	9.4079443	0.0000000	3.2932187	0.4975920	1.5679319
9.5660572	1.8087027	9.2978494	0.0000000	3.3406838	0.6032464	1.4487480
9.1425015	1.6069603	8.8481610	0.0000000	3.2636771	0.5836081	1.7819438
8.3061794	1.7630726	8.8223054	0.0000000	3.3466582	0.5935567	1.5565093
8.3530224	1.7702773	9.4132223	0.0000000	3.6234970	0.5078102	1.5857728
9.5107732	1.5645600	8.4765857	0.0000000	3.3271508	0.5144996	1.4008823
9.1882916	1.8076446	8.5478065	0.0000000	3.4940330	0.5440396	1.6158496
8.4296708	1.7148263	8.7768113	0.0000000	3.4026054	0.5840473	1.3302596
8.9972601	1.5995536	8.7217164	0.0000000	3.3266408	0.5363662	1.4903682
9.1539986	1.6532403	8.8859153	0.0000000	3.3185942	0.5627267	1.4346013
8.5887958	1.8516249	9.0635427	0.0000000	3.3936672	0.4305901	1.5323856
8.9106694	1.7510916	8.8097011	0.0000000	3.0980003	0.3868681	1.7084402
9.0909059	1.8098065	8.6487384	0.0000000	3.3834469	0.5418323	1.4563962
8.2922178	1.8470358	8.2418362	0.0000000	3.1558993	0.4203903	1.5891183
8.8494460	1.7340139	9.3012469	0.0000000	3.3063599	0.6856313	1.3521720
8.5486624	1.5995202	9.3216188	0.0000000	3.4800060	0.4356231	1.4145117
8.8446569	1.6312524	8.8575408	0.0000000	3.3072736	0.5355873	1.5680243
8.6583508	1.6598470	8.9060228	0.0000000	3.1408657	0.5754855	1.8364951
8.7338873	1.6357795	9.0444912	0.0000000	3.5365721	0.5292995	1.6688127
9.1756191	1.8480155	8.6936369	0.0000000	3.2515080	0.5726112	1.3580993
8.2224103	1.6476708	9.0477091	0.0000000	3.2132477	0.5711179	1.5702200
8.6356565	1.9280624	9.3854811	0.0000000	3.1078496	0.4382769	1.6452951
9.1043336	1.6343081	8.7000158	0.0000000	3.4189694	0.5994771	1.7692489
9.2797796	1.7351545	8.5304174	0.0000000	3.3199216	0.5563604	1.6401808
9.2098053	1.7471511	8.2971642	0.0000000	3.2888809	0.5606267	1.2819079
8.4320875	1.7149751	9.3381675	0.0000000	3.3827475	0.6308626	1.3280935
8.3237866	1.7614000	9.7798105	0.0000000	3.1980805	0.5084915	1.4747559
9.3145565	1.6294706	8.6594157	0.0000000	3.3522768	0.5919008	1.5099269
8.5622172	1.6835925	8.6773810	0.0000000	3.4953717	0.6463411	1.3032534
9.1277826	1.7501033	8.4690696	0.0000000	3.2619137	0.3970972	1.5347564
9.2875308	1.8037951	7.8119487	0.0000000	3.1276870	0.5000166	1.4443456
9.5774201	1.7754747	8.9397557	0.0000000	3.4369669	0.4774900	1.5336056
8.8268338	1.5943531	8.5465461	0.0000000	3.1713915	0.4572031	1.4506799
8.6932752	1.5984633	8.4551128	0.0000000	3.1102521	0.6597098	1.7936515
8.8319845	1.9612199	8.7455287	0.0000000	3.3917603	0.4464034	1.4776976
8.7089553	1.7674233	8.5010125	0.0000000	3.2678405	0.6157457	1.5806708
9.1255114	1.7015793	9.4651395	0.0000000	3.5028445	0.5136665	1.4948092
8.8157615	1.6641234	8.6558694	0.0000000	3.2282574	0.5015238	1.3642304
8.9970051	1.6481314	9.2512471	0.0000000	3.4109995	0.5159570	1.8320889
8.4086314	1.6716547	8.2963858	0.0000000	3.5192286	0.5014158	1.4838270
9.3393975	1.7688171	8.8235897	0.0000000	3.0053402	0.5214585	1.6306475
8.8890898	1.8400151	8.8378304	0.0000000	3.2437720	0.5637600	1.6337587
9.0404045	1.7668641	8.6546745	0.0000000	3.5416857	0.6023734	1.5282182
8.6119250	1.9007550	8.4066626	0.0000000	3.6084213	0.4572714	1.5540692
8.8591569	1.6365997	9.0943727	0.0000000	3.7368957	0.4860104	1.4941313
9.6247492	1.9087896	9.0068940	0.0000000	3.3066280	0.5311119	1.3856715
9.0902548	1.6614454	9.2366307	0.0000000	3.2789617	0.5753670	1.6723995
9.6991387	1.6639536	9.2753502	0.0000000	3.2578107	0.5249544	1.5026956
9.2210095	1.7728852	8.6280520	0.0000000	3.2404773	0.4412513	1.4783732
8.4398912	1.7572430	8.5184145	0.0000000	3.4158538	0.4809855	1.4739807
9.3795384	1.7736324	8.9900099	0.0000000	3.2621387	0.6541991	1.4373402
8.8717390	1.5420643	8.7243118	0.0000000	3.2711380	0.5461916	1.4995040
8.6200086	1.8235428	8.8636385	0.0000000	3.6447367	0.3972514	1.7400543
8.8991502	1.9514542	8.6634886	0.0000000	3.6692128	0.4461531	1.4572867
9.0827506	1.6203488	8.7882381	0.0000000	3.3590098	0.5084055	1.4555874
8.9999016	1.6228548	9.0551006	0.0000000	3.2249795	0.4665041	1.3883705
8.9722278	1.6775534	8.5109995	0.0000000	3.4802038	0.4883218	1.6692480
8.6605132	1.7674161	8.4958029	0.0000000	3.3827093	0.7055313	1.4294059
9.0278745	1.5638602	8.8937235	0.0000000	3.4727218	0.5811971	1.4589312
9.2584060	1.5822938	8.8599633	0.0000000	3.7528474	0.5247480	1.5259078
9.0930608	1.8027869	9.0784377	0.0000000	2.9713792	0.5228363	1.6164738
8.2625353	1.6185180	8.9171177	0.0000000	3.2643756	0.5297993	1.5480025
8.6920548	1.7834484	9.2138390	0.0000000	3.4192181	0.5317869	1.4688930
8.6358099	1.6796884	9.3570041	0.0000000	3.2491412	0.5525962	1.4720300
8.7632697	1.7695695	8.5219159	0.0000000	3.2294485	0.3967086	1.5516256
8.7045637	1.7795341	8.8214667	0.0000000	3.3692353	0.4852106	1.4917304
8.3035776	1.5320025	8.8323221	0.0000000	3.2605836	0.5273751	1.5282396
8.7223460	1.8975732	9.5370856	0.0000000	3.2876205	0.5891428	1.6544865
9.8612023	1.7719309	8.6571543	0.0000000	3.0911443	0.5521214	1.5741776
8.9770669	1.7747098	8.3306739	0.0000000	3.3857679	0.5562846	1.4189879
8.9878371	1.9475009	8.9566802	0.0000000	3.6498019	0.4357593	1.4932649
8.8881550	1.6308724	8.7400107	0.0000000	3.0449376	0.4422876	1.5084803
9.7536968	1.7829092	8.7103478	0.0000000	3.4834803	0.5865814	1.5850255
9.0477816	1.8871915	8.7595623	0.0000000	3.4775026	0.5675391	1.6414505
8.5976779	1.8613358	8.6597530	0.0000000	3.5377561	0.5714970	1.5875656
8.6721553	1.6999518	8.3889734	0.0000000	3.3419339	0.5878080	1.3904951
8.9003079	1.7113597	8.9775149	0.0000000	3.6970808	0.5055913	1.6439659
9.0001711	1.8825185	8.6580404	0.0000000	3.1782469	0.4629271	1.5875225
9.0039085	1.7979068	8.8024503	0.0000000	3.1409002	0.5299308	1.5428444
8.9313310	1.7887028	9.4207225	0.0000000	3.4113247	0.5498068	1.5512687
8.6496090	1.5891392	9.3481688	0.0000000	3.7321016	0.4816136	1.7499368
9.2898764	1.4726333	8.6374368	0.0000000	3.6425839	0.5307385	1.6204077
8.5572084	1.8307382	9.2078487	0.0000000	3.4381115	0.4711185	1.5750047
9.4430124	1.6351943	9.3072328	0.0000000	3.6073922	0.4577726	1.4861376
9.1580489	1.4669366	8.4319400	0.0000000	3.2546629	0.4641606	1.2923935
8.5908355	1.6655876	8.7792181	0.0000000	3.2191079	0.5900153	1.5962834
8.7243368	1.6565909	8.4391184	0.0000000	3.3926658	0.4740065	1.4554542
9.1530858	1.9114800	8.5510727	0.0000000	3.3597369	0.4551014	1.4693159
9.7638177	1.7392616	8.5498638	0.0000000	3.3564019	0.5481257	1.3895814
8.9218980	1.7627221	8.7469507	0.0000000	3.0726743	0.4938261	1.4142899
8.9019875	1.6588231	8.2601233	0.0000000	3.7139164	0.5542445	1.4734384
9.0501093	1.7421328	8.9660621	0.0000000	3.0174835	0.4971472	1.6012904
8.9003998	1.7722925	9.5451237	0.0000000	3.2497109	0.6273984	1.7031825
8.8659909	1.6941362	8.6384830	0.0000000	3.2907889	0.5481224	1.5626133
8.4399032	1.6611560	8.8700337	0.0000000	3.1831253	0.4232533	1.4677529
9.3156996	1.6384677	9.6453242	0.0000000	3.2525269	0.4704736	1.3868754
8.7014829	1.6029908	9.0409605	0.0000000	3.3191026	0.6632548	1.5818809
8.7437917	1.6417913	8.6958973	0.0000000	3.6488080	0.5573791	1.5699612
9.2229068	1.6959820	9.0158517	0.0000000	3.3094853	0.4440531	1.6528577
9.1002922	1.8004787	8.3497971	0.0000000	3.9450423	0.5769818	1.3738127
8.6912757	1.6550802	8.2193686	0.0000000	3.1164228	0.6024010	1.6336932
8.1461516	1.7079019	8.8072542	0.0000000	3.4523701	0.4958822	1.4724609
9.1815385	1.6372298	8.0938629	0.0000000	3.5831733	0.5452078	1.5900405
9.1440259	1.7187516	9.7519797	0.0000000	3.2114783	0.4070926	1.3898655
8.3645605	1.7456552	8.9143252	0.0000000	3.3987875	0.5454053	1.4046976
8.8220011	1.8204267	8.8717613	0.0000000	3.4842246	0.4752102	1.4062407
9.5174514	1.6348773	8.6265374	0.0000000	2.9407216	0.5320988	1.5579995
8.7005403	1.5600108	8.8555901	0.0000000	3.2994590	0.6033568	1.7518708
9.1463254	1.7513841	8.8792282	0.0000000	3.4693486	0.5371060	1.7749823
9.3181425	1.8708151	8.5681632	0.0000000	3.3173455	0.5977468	1.6031202
8.8797187	1.5569877	8.4634685	0.0000000	3.3484055	0.4704102	1.4781622
9.3243455	1.7463298	8.6910256	0.0000000	3.0047513	0.5017060	1.3736242
8.0908481	1.9409105	8.7671136	0.0000000	3.4659757	0.3531538	1.5164898
8.5020175	1.7196090	8.6923457	0.0000000	3.2152278	0.4939796	1.5409684
8.6507589	1.7729126	8.6006638	0.0000000	3.4674953	0.5046463	1.5051115
8.6337115	1.9181652	8.9093270	0.0000000	3.4592774	0.5090117	1.3840832
8.7804121	1.7510851	8.1716299	0.0000000	3.4719400	0.5073977	1.4334464
9.0754928	1.8342860	8.4583396	0.0000000	3.2147343	0.5666638	1.5504878
7.8732960	1.6869055	8.4093424	0.0000000	3.6255845	0.4450606	1.5066499
8.5559088	1.8303495	8.5984188	0.0000000	3.2626026	0.4924605	1.7082035
8.5379895	1.7133320	9.2810466	0.0000000	3.4437363	0.5105041	1.6242446
9.0514399	1.5432602	8.3710529	0.0000000	3.2187661	0.4774476	1.7828087
8.8813134	1.8082378	8.8525459	0.0000000	3.4060764	0.6127723	1.5076599
8.9081825	1.9005950	8.5310637	0.0000000	3.2999863	0.5014659	1.3553581
8.9158550	1.7530921	7.9944103	0.0000000	3.3609187	0.4515823	1.4912586
9.0475696	1.6856305	8.1632632	0.0000000	3.7903707	0.5125859	1.7528393
8.7523484	1.7962364	8.5264706	0.0000000	3.3565898	0.5231919	1.5607563
8.8367397	1.9216456	7.9147848	0.0000000	3.4108665	0.4442105	1.5102423
9.1500907	1.8442328	8.1814415	0.0000000	3.5743457	0.4070664	1.4794625
8.7389428	1.8253094	8.5076998	0.0000000	3.4125218	0.6666854	1.5678216
8.9693817	1.8677003	8.4772264	0.0000000	3.4521699	0.4914427	1.3442792
8.7635984	1.8749977	9.0171083	0.0000000	3.2332848	0.4786709	1.5507440
8.2921572	1.6402046	9.2570725	0.0000000	3.5342331	0.5447918	1.4289647
8.1110548	1.6290500	8.3565977	0.0000000	3.3319511	0.5494043	1.6544478
8.7854247	1.7173804	9.3748172	0.0000000	3.3986529	0.5441483	1.5944670
8.9161049	1.7089750	8.5573956	0.0000000	3.4590037	0.4943285	1.5347001
8.5005043	1.7000968	8.2442312	0.0000000	3.4622440	0.5465712	1.5334549
8.9314962	1.7378739	8.1983703	0.0000000	3.6415848	0.5403978	1.6237432
8.6700076	1.5452848	8.5544075	0.0000000	3.3390618	0.6329043	1.6380396
8.5753250	1.9467094	8.0848686	0.0000000	3.2335619	0.6010390	1.6016277
8.7192703	1.7433178	9.7455176	0.0000000	3.6999060	0.5417741	1.5247686
9.1055321	1.9163932	8.4585786	0.0000000	3.5760677	0.4555861	1.6036389
8.4568162	1.8705491	8.5384262	0.0000000	3.2522754	0.3938635	1.5232500
9.0347423	1.4008419	8.4921266	0.0000000	3.5588607	0.4895889	1.4392912
9.2849348	1.7563484	8.6419150	0.0000000	3.6595972	0.4610051	1.6445955
9.4376364	1.8465232	8.9187541	0.0000000	2.8210653	0.5387358	1.6146950
8.6422417	1.6930501	8.4027452	0.0000000	3.6506103	0.7319872	1.3928062
8.1331303	1.8663547	8.6778677	0.0000000	3.4231046	0.5941297	1.4619690
8.6485370	1.6417314	8.4750653	0.0000000	3.0621760	0.4980978	1.4527660
8.4855831	1.7659543	8.7228805	0.0000000	3.1653642	0.4840048	1.4425804
8.5864536	1.6382652	9.0456314	0.0000000	3.4527463	0.5091570	1.6343162
8.8558417	1.6499173	8.6587219	0.0000000	3.3987523	0.5205046	1.5417119
8.4180168	1.7254669	8.5216774	0.0000000	3.0914791	0.4874712	1.4324063
9.3862632	1.7272261	8.6400116	0.0000000	3.2667474	0.5430512	1.3954820
8.9353985	1.7958561	8.4577061	0.0000000	3.4254463	0.4697873	1.4427492
8.7660664	1.7318135	8.8727314	0.0000000	3.2207599	0.4311154	1.3010957
8.6340951	1.6411348	8.2324064	0.0000000	3.3082478	0.4862211	1.5856098
8.6738202	1.7352665	7.9792410	0.0000000	3.4049396	0.5919809	1.6182357
8.7339690	1.6982228	8.3264085	0.0000000	3.4151142	0.5702019	1.4689866
8.3373116	1.6630324	9.1765980	0.0000000	3.4042254	0.4717111	1.6828544
8.6818668	1.7313467	8.9713733	0.0000000	3.3949726	0.5110610	1.5413955
8.8926941	1.8933084	8.0827269	0.0000000	3.1196299	0.5518166	1.3660092
9.6664882	1.5873281	8.7159637	0.0000000	3.3552370	0.4404413	1.6178697
9.6146266	1.5718760	8.3251258	0.0000000	3.3243839	0.6214084	1.4198534
8.7513047	1.5743992	8.6234133	0.0000000	3.3059212	0.4656607	1.7816150
8.9566187	1.6812776	8.2658979	0.0000000	3.4065694	0.4752909	1.6118832
8.0330052	1.8013268	8.3602271	0.0000000	3.3106749	0.4391656	1.5260561
8.8253378	1.8184025	8.5705641	0.0000000	3.0823319	0.5446877	1.3627684
8.5350435	1.6786538	8.8777537	0.0000000	3.0971493	0.5536384	1.4924695
9.0181030	1.5291913	8.6717042	0.0000000	3.3453775	0.4023746	1.5810454
8.6058303	1.4454456	8.4673052	0.0000000	3.5090171	0.4896745	1.6637820
8.9532750	1.5523184	8.9378819	0.0000000	3.4568849	0.4850443	1.5253773
8.6867479	1.7793344	8.9616859	0.0000000	3.2376742	0.5022581	1.5520472
8.1136883	1.5617781	9.0253440	0.0000000	3.4063449	0.6023272	1.5022511
8.6897592	1.6794493	9.0253102	0.0000000	3.2087411	0.4478892	1.6223419
9.1454311	1.8310426	8.3081104	0.0000000	3.4953884	0.5364176	1.4830908
8.6274428	1.7660232	9.1392161	0.0000000	3.0516814	0.5141950	1.4709741
8.3117158	1.8054252	8.7966578	0.0000000	3.4605271	0.4488487	1.5528911
8.5313514	1.7470825	8.4165721	0.0000000	3.2228986	0.5065979	1.5590345
8.8336721	1.7735618	8.3910436	0.0000000	3.3314995	0.4716633	1.5490839
8.8222158	1.5876124	8.7245528	0.0000000	3.2926274	0.4592394	1.4371066
8.4120515	1.6668094	8.6666723	0.0000000	3.2088901	0.7020063	1.6225307
9.2297296	1.7228430	8.6826813	0.0000000	3.1722859	0.4514441	1.5310250
8.3482706	1.7172682	8.8557883	0.0000000	3.2717446	0.4629513	1.6475265
8.8329512	1.6093592	8.9625465	0.0000000	3.4445227	0.4587160	1.4027492
8.5063698	1.5047796	9.3811750	0.0000000	3.4365264	0.6359214	1.5683270
8.9264516	2.0791570	8.8350789	0.0000000	3.2539073	0.3853757	1.4252952
8.8528428	1.7625230	8.5782708	0.0000000	3.5310373	0.5303949	1.8291340
8.9778589	1.8016909	8.1523538	0.0000000	3.2855206	0.4571887	1.4334352
8.8902987	1.5463136	9.0696870	0.0000000	3.3174515	0.4778319	1.5344746
9.0586262	1.6950975	8.7063216	0.0000000	3.3180775	0.4428246	1.6798415
8.5286101	1.4761963	8.0752103	0.0000000	3.5349397	0.5623615	1.5043416
8.7607972	1.7740931	9.0074679	0.0000000	3.0707894	0.6365473	1.4056595
8.4458870	2.1154966	8.2422389	0.0000000	3.1981524	0.4455376	1.5681047
8.9585182	1.6355150	8.7419357	0.0000000	3.3444860	0.4180762	1.5050744
8.6329459	1.9125146	8.4307340	0.0000000	3.6189118	0.5546530	1.5751665
9.0585654	1.5574526	8.3548714	0.0000000	3.5133766	0.6367002	1.5154689
8.4625283	1.7315892	8.8136577	0.0000000	3.2358837	0.5236210	1.5217502
8.4742244	1.8136538	8.2043053	0.0000000	3.6485555	0.4294771	1.6037733
8.8675716	1.6559925	8.4087689	0.0000000	3.4296816	0.5565273	1.5958585
8.7462339	1.6393788	8.9450489	0.0000000	3.1778676	0.4518886	1.6380491
8.5498207	1.7656270	8.9117310	0.0000000	3.2338278	0.5453667	1.3900251
8.9669909	1.6107870	8.8714963	0.0000000	3.4034299	0.5453481	1.4529316
9.0920445	1.5137257	9.0408118	0.0000000	3.1070582	0.5826802	1.4333637
9.0181903	1.5640215	8.6929649	0.0000000	3.4232195	0.5031764	1.5543829
8.4596770	1.7115143	8.2937459	0.0000000	3.3845130	0.4679102	1.5513324
8.9204642	1.6985363	8.2583537	0.0000000	3.2094436	0.5542504	1.7025688
7.9670945	1.6141517	8.6620873	0.0000000	3.2374592	0.5317747	1.4990730
8.8034030	1.6898484	8.2917039	0.0000000	3.1236864	0.6465619	1.5486502
8.3942758	1.8854907	7.7550477	0.0000000	3.3225846	0.4737572	1.5973695
8.8585589	1.6410756	8.1898690	0.0000000	3.3051961	0.6262734	1.4246894
8.8962651	1.6874922	8.1564991	0.0000000	2.9072640	0.5092802	1.7062069
8.8057705	1.7690161	8.9855172	0.0000000	3.4489610	0.5049640	1.4578536
8.4321862	1.6855153	8.9552451	0.0000000	3.2344210	0.4645735	1.4741953
9.3215553	1.8038028	8.6470880	0.0000000	3.2104896	0.5255455	1.6125892
8.6753540	1.8984384	8.3718168	0.0000000	3.6479452	0.5023440	1.4030889
9.0873539	1.7236314	8.0356650	0.0000000	3.2721221	0.5296325	1.5907772
9.0358752	1.6240421	8.6689107	0.0000000	2.8779581	0.5622275	1.4467576
8.5230465	1.8535239	8.8048472	0.0000000	3.1398466	0.4958381	1.4794775
8.3158261	1.8063049	8.0078552	0.0000000	3.7738605	0.6081072	1.5764573
8.6526413	1.7040621	9.0030021	0.0000000	3.2568147	0.4719522	1.6162872
8.6329311	1.5605954	8.6355295	0.0000000	3.4514394	0.4793393	1.6041208
8.3501176	1.6277730	8.8637750	0.0000000	3.4329796	0.5474807	1.3604280
9.1941725	1.4959399	8.3010200	0.0000000	3.5235076	0.4820956	1.4985414
8.9009395	1.6801379	8.4810170	0.0000000	3.4353809	0.4592319	1.4785081
8.6712192	1.7223752	8.6459949	0.0000000	3.3633328	0.6185568	1.6352829
8.7973564	1.5977129	8.8312918	0.0000000	3.3206454	0.4675782	1.5041766
9.3146482	1.7589912	8.2634954	0.0000000	3.0238360	0.6315299	1.7379883
9.1692954	1.8314117	8.6761933	0.0000000	3.5382373	0.4915095	1.3895794
